gene	control_1_rpkm	control_2_rpkm	control_3_rpkm	nq_1_rpkm	nq_2_rpkm	nq_2_rpkm	control_avg_rpkm	nq_avg_rpkm	total_avg_rpkm	logfc	pvalue	DEGs
kcnn1b	0.131	0.121	0.13	0.122	0.109	0.109	0.127333333333	0.113333333333	0.120333333333	-0.18	0.056094883302769	Non DEG
ccdc124	0.938	1.221	1.2	0.93	0.948	0.871	1.11966666667	0.916333333333	1.018	-0.29	0.000774962194848448	Non DEG
slc5a5	0.005	0.011	0.011	0.026	0.021	0.022	0.009	0.023	0.016	1.33	0.00786340454670697	Non DEG
jak3	0.002	0.005	0	0.002	0	0	0.00233333333333	0.000666666666667	0.0015	-1.69	0.160689205104453	Non DEG
LOC100001534	0	0.054	0.07	0.103	0.088	0.034	0.0413333333333	0.075	0.0581666666667	0.84	0.188036169608345	Non DEG
LOC100001608	0.023	0.046	0	0.09	0.09	0.088	0.023	0.0893333333333	0.0561666666667	1.86	0.0176505983090394	Non DEG
LOC110437761	0.193	0.225	0	0.419	0.185	0.296	0.139333333333	0.3	0.219666666667	1.08	0.0299326678213387	Non DEG
pimr106	0	0.105	0.268	0.08	0.026	0	0.124333333333	0.0353333333333	0.0798333333333	-1.74	0.0143354911225547	Non DEG
LOC100001760	0	0.157	0.023	0.066	0.089	0.068	0.06	0.0743333333333	0.0671666666667	0.29	0.659635099760242	Non DEG
pimr105	0.081	0.066	0.066	0.191	0.114	0.049	0.071	0.118	0.0945	0.72	0.138853641348758	Non DEG
LOC100149233	0.575	0	0	0.155	0.053	0.155	0.191666666667	0.121	0.156333333333	-0.64	0.329926696697715	Non DEG
fut9d	5.042	3.512	3.432	3.65	3.15	3.36	3.99533333333	3.38666666667	3.691	-0.24	0.027054791543193	Non DEG
zgc:86586	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
si:ch211-126g16.10	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
si:ch211-126g16.11	1.056	1.319	1.505	0.818	0.834	0.923	1.29333333333	0.858333333333	1.07583333333	-0.59	0.000141108218181601	Non DEG
b3gnt3	0.123	0.131	0.131	0.151	0.193	0.155	0.128333333333	0.166333333333	0.147333333333	0.37	0.0724903927898962	Non DEG
LOC100536757	1.419	1.371	1.398	1.996	2.082	2.137	1.396	2.07166666667	1.73383333333	0.57	2.80878150730241e-21	Non DEG
LOC103911478	0.232	0.184	0.366	0.725	0.696	0.648	0.260666666667	0.689666666667	0.475166666667	1.39	3.09381274258155e-14	Slightly upregulated
LOC100002381	0.252	0.177	0.054	0.249	0.456	0.416	0.161	0.373666666667	0.267333333333	1.22	1.47729168168899e-05	Slightly upregulated
LOC567909	0.148	0.157	0.165	0.352	0.271	0.315	0.156666666667	0.312666666667	0.234666666667	0.99	3.31527640718963e-22	Non DEG
si:dkey-258f14.3	0.3	0.272	0.264	0.526	0.52	0.53	0.278666666667	0.525333333333	0.402	0.91	9.12219281909055e-31	Non DEG
LOC103911479	0.244	0.203	0.396	0.714	0.696	0.743	0.281	0.717666666667	0.499333333333	1.35	4.45666994353846e-14	Slightly upregulated
LOC100536890	0.272	0.182	0.054	0.322	0.497	0.282	0.169333333333	0.367	0.268166666667	1.1	7.67173872880918e-05	Slightly upregulated
lonrf1l	1.285	1.303	1.254	2.373	2.432	2.385	1.28066666667	2.39666666667	1.83866666667	0.9	1.39037161251055e-40	Non DEG
cabp4	0.134	0.11	0.12	0.132	0.097	0.118	0.121333333333	0.115666666667	0.1185	-0.07	0.648269372506283	Non DEG
doc2d	0.042	0.046	0.034	0.038	0.043	0.052	0.0406666666667	0.0443333333333	0.0425	0.12	0.357486041627188	Non DEG
serping1	0.117	0.113	0.12	0.15	0.188	0.102	0.116666666667	0.146666666667	0.131666666667	0.34	0.108199650663846	Non DEG
igf3	0.302	0.489	0.363	0.319	0.343	0.503	0.384666666667	0.388333333333	0.3865	0.02	0.9263571004479	Non DEG
si:dkeyp-110g5.4	0.764	0.703	0.612	0.605	0.722	0.684	0.693	0.670333333333	0.681666666667	-0.05	0.680560090803544	Non DEG
atp2b3a	0.09	0.1	0.108	0.104	0.118	0.088	0.0993333333333	0.103333333333	0.101333333333	0.06	0.655517684172068	Non DEG
ugt5e1	0.33	0.504	0.398	0.518	0.813	0.668	0.410666666667	0.666333333333	0.5385	0.7	1.58513263945216e-06	Non DEG
dedd	2.918	2.694	2.781	2.783	2.843	2.715	2.79766666667	2.78033333333	2.789	-0.01	0.893183813225775	Non DEG
si:ch211-229n2.7	0.202	0.195	0.2	0.246	0.13	0.237	0.199	0.204333333333	0.201666666667	0.04	0.881850667936166	Non DEG
si:ch211-229n2.6	0.011	0	0.012	0.028	0.012	0.035	0.00766666666667	0.025	0.0163333333333	1.59	0.0274042724002342	Non DEG
bgna	0.025	0.041	0.059	0.1	0.058	0.075	0.0416666666667	0.0776666666667	0.0596666666667	0.89	0.000127391140858317	Non DEG
si:dkey-6n6.1	0.226	0.224	0.24	0.296	0.277	0.276	0.23	0.283	0.2565	0.3	0.0141582790556323	Non DEG
si:dkey-6n6.2	1.524	1.641	1.489	1.739	1.768	1.59	1.55133333333	1.699	1.62516666667	0.13	0.0832072506228766	Non DEG
rhoaa	11.419	11.075	11.13	10.297	10.431	10.966	11.208	10.5646666667	10.8863333333	-0.09	0.131890454513691	Non DEG
ndufb11	1.915	2.4	2.168	2.028	2.131	2.018	2.161	2.059	2.11	-0.07	0.477991715308115	Non DEG
def6a	0.441	0.503	0.471	0.609	0.63	0.603	0.471666666667	0.614	0.542833333333	0.38	9.67183938976476e-06	Non DEG
sin3b	5.366	5.773	5.686	5.724	6.066	5.731	5.60833333333	5.84033333333	5.72433333333	0.06	0.283703766917798	Non DEG
xpr1a	0.06	0.063	0.056	0.076	0.073	0.075	0.0596666666667	0.0746666666667	0.0671666666667	0.32	0.00149675244989306	Non DEG
acbd6	0.44	0.453	0.374	0.479	0.441	0.406	0.422333333333	0.442	0.432166666667	0.06	0.362399686877415	Non DEG
lhx4	0.023	0.027	0.041	0.023	0.042	0.018	0.0303333333333	0.0276666666667	0.029	-0.13	0.609097899262859	Non DEG
qsox1	0.553	0.649	0.609	0.862	0.815	0.909	0.603666666667	0.862	0.732833333333	0.51	5.63592090344907e-15	Non DEG
cep350	4.006	4.085	3.983	3.996	4.253	4.057	4.02466666667	4.102	4.06333333333	0.03	0.61207484774809	Non DEG
cacna1e	0.031	0.035	0.022	0.037	0.038	0.039	0.0293333333333	0.038	0.0336666666667	0.36	0.000729987053002272	Non DEG
si:dkey-21p1.3	0.339	0.344	0.292	0.296	0.285	0.274	0.325	0.285	0.305	-0.19	0.0263515205036015	Non DEG
soat1	1.004	1.053	0.827	1.031	1.074	1.18	0.961333333333	1.095	1.02816666667	0.19	0.00796225455164628	Non DEG
abl2	2.412	2.417	2.499	2.019	1.984	2.086	2.44266666667	2.02966666667	2.23616666667	-0.27	9.99576226491273e-07	Non DEG
fnbp1l	2.384	2.375	2.373	1.989	1.992	2.098	2.37733333333	2.02633333333	2.20183333333	-0.23	1.55128285627203e-05	Non DEG
bcar3	1.115	1.107	1.107	0.974	0.941	0.927	1.10966666667	0.947333333333	1.0285	-0.23	2.90508154965543e-05	Non DEG
paox1	0.031	0.031	0.04	0.058	0.049	0.036	0.034	0.0476666666667	0.0408333333333	0.5	0.00867927630663386	Non DEG
zgc:171480	2.302	2.326	1.98	2.252	2.351	2.303	2.20266666667	2.302	2.25233333333	0.06	0.594258950775811	Non DEG
slc5a9	0.093	0.078	0.094	0.121	0.13	0.143	0.0883333333333	0.131333333333	0.109833333333	0.58	0.00568836541640556	Non DEG
gclm	2.018	1.929	2.478	2.518	2.578	2.729	2.14166666667	2.60833333333	2.375	0.29	0.000239592368397094	Non DEG
dnttip2	20.895	21.346	21.541	21.739	22.299	22.832	21.2606666667	22.29	21.7753333333	0.07	0.206340357628596	Non DEG
spata6	0.41	0.342	0.397	0.386	0.399	0.396	0.383	0.393666666667	0.388333333333	0.04	0.722777426853699	Non DEG
bend5	0.597	0.64	0.587	0.512	0.544	0.586	0.608	0.547333333333	0.577666666667	-0.15	0.11005347494625	Non DEG
agbl4	0.176	0.169	0.17	0.134	0.136	0.132	0.171666666667	0.134	0.152833333333	-0.35	9.09514703587794e-09	Non DEG
elavl4	0.02	0.023	0.019	0.021	0.025	0.021	0.0206666666667	0.0223333333333	0.0215	0.1	0.559106064000183	Non DEG
dmrta2	0.832	0.658	0.806	0.513	0.424	0.487	0.765333333333	0.474666666667	0.62	-0.69	0.00547437586565117	Non DEG
faf1	0.688	0.71	0.705	0.703	0.699	0.739	0.701	0.713666666667	0.707333333333	0.03	0.660403728508825	Non DEG
cdkn2c	0.263	0.136	0.158	0.217	0.2	0.156	0.185666666667	0.191	0.188333333333	0.04	0.901278862182365	Non DEG
rnf11b	0.95	0.957	0.924	1.087	1.289	1.155	0.943666666667	1.177	1.06033333333	0.32	7.08319855352956e-07	Non DEG
ttc39a	0.728	0.665	0.804	0.882	0.845	0.843	0.732333333333	0.856666666667	0.7945	0.22	0.000680660758777493	Non DEG
eps15	2.09	2.034	1.921	2.253	2.09	1.977	2.015	2.10666666667	2.06083333333	0.06	0.26840561252925	Non DEG
LOC101883465	0.428	0.39	0.484	0.698	0.259	0.532	0.434	0.496333333333	0.465166666667	0.19	0.276333218250662	Non DEG
LOC103911487	0.555	0.318	0.285	0.43	0.234	0.482	0.386	0.382	0.384	-0.02	0.957022595458058	Non DEG
calr	0.92	1.193	1.231	0.977	1.192	0.995	1.11466666667	1.05466666667	1.08466666667	-0.08	0.382287193719425	Non DEG
tor3a	0.436	0.498	0.527	0.419	0.55	0.45	0.487	0.473	0.48	-0.04	0.707471797226794	Non DEG
osbpl9	1.206	1.167	1.186	1.213	1.182	1.233	1.18633333333	1.20933333333	1.19783333333	0.03	0.637866542863313	Non DEG
si:ch211-198n5.11	0.648	0.792	0.952	0.799	0.93	0.669	0.797333333333	0.799333333333	0.798333333333	0	0.990135035078979	Non DEG
rpe65b	0.824	0.694	0.868	0.406	0.568	0.381	0.795333333333	0.451666666667	0.6235	-0.81	7.61111378363844e-12	Non DEG
rpe65c	0.308	0.405	0.435	0.299	0.367	0.233	0.382666666667	0.299666666667	0.341166666667	-0.35	0.0177797206867397	Non DEG
depdc1a	3.917	3.915	4.129	3.121	3.626	3.544	3.987	3.43033333333	3.70866666667	-0.22	0.000510124505019751	Non DEG
smim15	1.941	1.65	1.648	1.662	1.874	1.556	1.74633333333	1.69733333333	1.72183333333	-0.04	0.691176325769888	Non DEG
ndufaf2	0.946	0.849	0.486	0.819	0.739	0.744	0.760333333333	0.767333333333	0.763833333333	0.02	0.893853928667511	Non DEG
ercc8	0.643	0.477	0.439	0.521	0.516	0.464	0.519666666667	0.500333333333	0.51	-0.05	0.596196519098442	Non DEG
elovl7a	3.241	3.065	3.365	3.479	2.538	2.918	3.22366666667	2.97833333333	3.101	-0.12	0.0811880550852554	Non DEG
LOC101883916	0.007	0	0	0.003	0	0.007	0.00233333333333	0.00333333333333	0.00283333333333	0.49	0.66538573585378	Non DEG
pde4d	0.399	0.373	0.397	0.327	0.346	0.329	0.389666666667	0.334	0.361833333333	-0.22	0.000258120139501802	Non DEG
rab3c	0.035	0.012	0.023	0.065	0.067	0.034	0.0233333333333	0.0553333333333	0.0393333333333	1.22	0.00154936915157658	Slightly upregulated
si:dkey-190g11.3	0.016	0.008	0.032	0.065	0.016	0.11	0.0186666666667	0.0636666666667	0.0411666666667	1.7	0.00202057645719552	Slightly upregulated
plk2b	0.249	0.205	0.205	0.259	0.288	0.141	0.219666666667	0.229333333333	0.2245	0.06	0.768870782510741	Non DEG
mier3b	2.105	2.063	2.185	1.953	1.982	2.154	2.11766666667	2.02966666667	2.07366666667	-0.06	0.357275640895518	Non DEG
mrps36	1.559	1.508	1.582	1.72	1.878	1.876	1.54966666667	1.82466666667	1.68716666667	0.23	0.0280494478470809	Non DEG
cenph	1.442	1.486	1.55	1.652	1.495	1.342	1.49266666667	1.49633333333	1.4945	0.01	0.957248485562391	Non DEG
pola2	3.172	3.801	3.623	3.496	3.368	3.58	3.532	3.48133333333	3.50666666667	-0.02	0.772303271472107	Non DEG
dimt1l	4.412	4.511	4.527	4.725	4.072	4.201	4.48333333333	4.33266666667	4.408	-0.05	0.447529176064427	Non DEG
skia	1.947	1.851	2.006	1.941	1.882	1.875	1.93466666667	1.89933333333	1.917	-0.03	0.618063483442301	Non DEG
si:ch73-70k4.1	0.567	0.495	0.522	0.575	0.602	0.647	0.528	0.608	0.568	0.2	0.0308021994416456	Non DEG
prkcz	0.223	0.213	0.231	0.246	0.236	0.247	0.222333333333	0.243	0.232666666667	0.13	0.0408728096285049	Non DEG
si:ch211-150o23.3	0.699	0.761	0.855	0.912	0.952	1.066	0.771666666667	0.976666666667	0.874166666667	0.34	0.000876687350253185	Non DEG
st6galnac5b	0.23	0.18	0.272	0.3	0.287	0.26	0.227333333333	0.282333333333	0.254833333333	0.31	0.0092698666513507	Non DEG
slc44a5b	0.429	0.462	0.445	0.422	0.433	0.421	0.445333333333	0.425333333333	0.435333333333	-0.07	0.31652857068513	Non DEG
LOC799481	0.191	0.11	0.165	0.112	0.202	0.207	0.155333333333	0.173666666667	0.1645	0.17	0.422227013813065	Non DEG
erich3	0.052	0.048	0.045	0.064	0.058	0.03	0.0483333333333	0.0506666666667	0.0495	0.06	0.803837560100617	Non DEG
tnni3k	0.04	0.034	0.044	0.036	0.04	0.043	0.0393333333333	0.0396666666667	0.0395	0.01	0.984541526326654	Non DEG
fpgt	0.435	0.367	0.321	0.363	0.147	0.407	0.374333333333	0.305666666667	0.34	-0.29	0.185378455283327	Non DEG
si:dkey-267j14.7	0.158	0.154	0.13	0.074	0.132	0.138	0.147333333333	0.114666666667	0.131	-0.36	0.25295699800037	Non DEG
acot11b	0.097	0.058	0.038	0.071	0.041	0.048	0.0643333333333	0.0533333333333	0.0588333333333	-0.27	0.303016907047771	Non DEG
ssbp3b	5.113	4.824	4.946	5.143	5.131	5.371	4.961	5.215	5.088	0.07	0.187824328279885	Non DEG
dio1	0.249	0.317	0.211	0.567	0.661	0.509	0.259	0.579	0.419	1.15	1.16659077120024e-05	Slightly upregulated
LOC100333406	0.041	0.043	0.039	0.057	0.061	0.06	0.041	0.0593333333333	0.0501666666667	0.53	7.81590737466912e-07	Non DEG
rps8b	0.138	0.142	0.175	0.208	0.189	0.213	0.151666666667	0.203333333333	0.1775	0.42	0.100146187926519	Non DEG
elovl8b	1.028	1.7	1.121	1.214	1.374	0.952	1.283	1.18	1.2315	-0.12	0.404479283443984	Non DEG
mutyh	1.191	1.218	1.182	0.936	1.049	0.874	1.197	0.953	1.075	-0.33	0.00117096719993964	Non DEG
si:ch211-241d21.5	100.739	98.091	96.58	82.789	79.452	80.104	98.47	80.7816666667	89.6258333333	-0.29	2.10506192668901e-08	Non DEG
guk1b	0	0.022	0.006	0.011	0.011	0	0.00933333333333	0.00733333333333	0.00833333333333	-0.32	0.722895874739071	Non DEG
rnf220b	0.027	0.032	0.021	0.024	0.021	0.038	0.0266666666667	0.0276666666667	0.0271666666667	0.03	0.89151165902945	Non DEG
dmap1	2.551	2.607	2.392	2.396	2.421	2.138	2.51666666667	2.31833333333	2.4175	-0.12	0.0927117003902506	Non DEG
obscna	0.01	0.01	0.02	0.024	0.014	0.023	0.0133333333333	0.0203333333333	0.0168333333333	0.57	0.012019187287078	Non DEG
zgc:153738	0.094	0.139	0.104	0.132	0.066	0.103	0.112333333333	0.100333333333	0.106333333333	-0.16	0.513709031939283	Non DEG
fam150a	0.04	0.008	0.033	0.018	0.01	0.025	0.027	0.0176666666667	0.0223333333333	-0.62	0.0810640531864233	Non DEG
si:dkey-30h22.11	1.143	1.176	1.083	0.91	1.1	0.963	1.134	0.991	1.0625	-0.19	0.0359026870938978	Non DEG
nexn	0.057	0.039	0.057	0.025	0.025	0.061	0.051	0.037	0.044	-0.48	0.0826384818224051	Non DEG
tab3	1.012	1.175	1.165	1.231	1.159	1.373	1.11733333333	1.25433333333	1.18583333333	0.17	0.0264399296910663	Non DEG
tmem47	0.344	0.495	0.398	0.466	0.476	0.355	0.412333333333	0.432333333333	0.422333333333	0.07	0.515633421145508	Non DEG
prrg1	2.452	2.088	2.224	2.239	2.553	2.545	2.25466666667	2.44566666667	2.35016666667	0.12	0.192057130672379	Non DEG
cpox	0.465	0.399	0.471	0.389	0.446	0.475	0.445	0.436666666667	0.440833333333	-0.02	0.83727740583984	Non DEG
si:ch211-232d19.4	0.013	0.039	0.027	0.02	0.013	0.02	0.0263333333333	0.0176666666667	0.022	-0.58	0.354202182136163	Non DEG
fsd1	0.072	0.072	0.127	0.047	0.061	0.077	0.0903333333333	0.0616666666667	0.076	-0.55	0.00652146275307068	Non DEG
stap2b	0.291	0.273	0.253	0.455	0.511	0.484	0.272333333333	0.483333333333	0.377833333333	0.82	3.44050414183227e-14	Non DEG
mpnd	0.554	0.541	0.454	0.712	0.79	0.702	0.516333333333	0.734666666667	0.6255	0.51	1.12790226075792e-05	Non DEG
sh3gl1b	1.453	1.419	1.436	1.522	1.655	1.56	1.436	1.579	1.5075	0.14	0.023594341473671	Non DEG
rorca	0.905	0.839	0.868	0.996	0.897	1.091	0.870666666667	0.994666666667	0.932666666667	0.19	0.0716525754767269	Non DEG
sema6bb	0.63	0.618	0.604	0.551	0.502	0.538	0.617333333333	0.530333333333	0.573833333333	-0.22	5.46766147787514e-05	Non DEG
abhd17ab	2.179	2.224	2.294	2.514	2.55	2.56	2.23233333333	2.54133333333	2.38683333333	0.19	0.00324161759083251	Non DEG
zgc:77486	3.018	3.125	2.884	3.356	3.477	3.51	3.009	3.44766666667	3.22833333333	0.2	0.0016483915778834	Non DEG
si:rp71-61h23.4	1.818	1.973	1.92	1.863	2.121	1.724	1.90366666667	1.90266666667	1.90316666667	0	0.980992865599688	Non DEG
rgl1	1.933	1.814	1.845	1.586	1.616	1.715	1.864	1.639	1.7515	-0.18	0.00105679423483358	Non DEG
mpeg1.2	0	0	0	0	0	0.024	0.0	0.008	0.004	2.65	0.09768586952133	Non DEG
colgalt2	0.058	0.046	0.078	0.054	0.096	0.057	0.0606666666667	0.069	0.0648333333333	0.2	0.297375877494788	Non DEG
zgc:92140	0.361	0.329	0.363	0.297	0.308	0.379	0.351	0.328	0.3395	-0.1	0.180002871813019	Non DEG
edem3	0.999	0.973	1.052	1.091	1.273	1.066	1.008	1.14333333333	1.07566666667	0.18	0.0157749464930083	Non DEG
npl	1.62	1.584	1.528	2.379	2.177	2.007	1.57733333333	2.18766666667	1.8825	0.47	1.2019649211091e-09	Non DEG
sec22bb	1.334	1.325	1.247	1.644	1.442	1.568	1.302	1.55133333333	1.42666666667	0.25	0.00495356184150818	Non DEG
si:ch73-281k2.5	0.095	0.192	0.114	0.275	0.288	0.204	0.133666666667	0.255666666667	0.194666666667	0.92	9.22682573854369e-05	Non DEG
notch2	1.982	1.913	1.952	1.881	1.932	1.964	1.949	1.92566666667	1.93733333333	-0.02	0.757548297654001	Non DEG
slc35a3a	1.468	1.29	1.403	1.152	1.159	1.122	1.387	1.14433333333	1.26566666667	-0.28	0.000176693810597583	Non DEG
fam78bb	0.521	0.543	0.536	0.818	0.65	0.796	0.533333333333	0.754666666667	0.644	0.5	9.34554545461621e-05	Non DEG
foxe3	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
foxd2	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
trabd2b	0.094	0.075	0.09	0.07	0.079	0.068	0.0863333333333	0.0723333333333	0.0793333333333	-0.25	0.0145995609418212	Non DEG
lpxn	0.081	0.087	0.045	0.13	0.145	0.138	0.071	0.137666666667	0.104333333333	0.96	1.03168775286871e-09	Non DEG
LOC103911498	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
znf692	0.415	0.443	0.345	0.326	0.344	0.329	0.401	0.333	0.367	-0.27	0.00959852495431422	Non DEG
fcho1	0.292	0.328	0.382	0.395	0.357	0.362	0.334	0.371333333333	0.352666666667	0.15	0.0301206811592982	Non DEG
rfx2	2.848	2.774	2.634	2.335	2.417	2.297	2.752	2.34966666667	2.55083333333	-0.23	2.69436454501665e-05	Non DEG
acsbg2	0.685	0.671	0.628	0.717	0.683	0.622	0.661333333333	0.674	0.667666666667	0.03	0.682930883341043	Non DEG
mllt1a	1.548	1.383	1.415	1.425	1.284	1.371	1.44866666667	1.36	1.40433333333	-0.09	0.137885963072312	Non DEG
acer1	1.197	1.246	1.092	1.834	1.889	1.877	1.17833333333	1.86666666667	1.5225	0.66	2.54792630098826e-18	Non DEG
myo1f	0.007	0.01	0.01	0.009	0.01	0.018	0.009	0.0123333333333	0.0106666666667	0.43	0.258053067377066	Non DEG
adamts10	0.099	0.088	0.116	0.081	0.1	0.094	0.101	0.0916666666667	0.0963333333333	-0.15	0.132876102805782	Non DEG
zap70	0	0	0.004	0	0.013	0	0.00133333333333	0.00433333333333	0.00283333333333	1.41	0.154064627138655	Non DEG
mob3a	2.03	1.928	1.669	2.134	2.108	1.876	1.87566666667	2.03933333333	1.9575	0.12	0.108181978575766	Non DEG
mknk2b	3.317	3.671	3.631	6.725	7.173	6.838	3.53966666667	6.912	5.22583333333	0.97	1.46314654674608e-54	Non DEG
rexo1	2.089	2.143	2.138	2.162	1.991	2.116	2.12333333333	2.08966666667	2.1065	-0.02	0.727026565454586	Non DEG
zgc:101100	2.077	2.278	1.859	1.331	1.696	1.491	2.07133333333	1.506	1.78866666667	-0.46	6.2710874609541e-05	Non DEG
csnk1g2b	1.766	1.608	1.764	1.595	1.649	1.597	1.71266666667	1.61366666667	1.66316666667	-0.09	0.122120449849691	Non DEG
mfsd12b	0.097	0.091	0.142	0.22	0.243	0.21	0.11	0.224333333333	0.167166666667	1.02	1.04322494209709e-09	Slightly upregulated
nfic	0.05	0.05	0.049	0.049	0.05	0.047	0.0496666666667	0.0486666666667	0.0491666666667	-0.02	0.811324796193964	Non DEG
si:ch211-133l5.7	0.094	0.069	0.082	0.085	0.049	0.035	0.0816666666667	0.0563333333333	0.069	-0.53	0.059449803047351	Non DEG
dohh	3.317	3.372	3.387	3.363	3.385	3.772	3.35866666667	3.50666666667	3.43266666667	0.06	0.423836515719051	Non DEG
LOC100005423	3.664	4.099	3.77	4.197	4.313	4.008	3.84433333333	4.17266666667	4.0085	0.12	0.165142735501431	Non DEG
fzr1a	3.527	3.847	3.91	3.775	3.851	3.998	3.76133333333	3.87466666667	3.818	0.04	0.484402472667524	Non DEG
si:ch73-196i15.3	0.201	0.198	0.175	0.228	0.241	0.279	0.191333333333	0.249333333333	0.220333333333	0.39	0.024110295108734	Non DEG
haus5	1.781	1.853	1.917	1.615	1.903	1.677	1.85033333333	1.73166666667	1.791	-0.09	0.165659230879221	Non DEG
si:ch73-196i15.5	0.035	0.06	0.056	0.081	0.093	0.048	0.0503333333333	0.074	0.0621666666667	0.55	0.00859283228863485	Non DEG
LOC108179094	0.093	0.123	0.095	0.129	0.145	0.133	0.103666666667	0.135666666667	0.119666666667	0.39	0.0166958398647034	Non DEG
LOC110440008	0	0	0	0.012	0.003	0.012	0.0	0.009	0.0045	4.63	0.000447115460926347	Strongly upregulated
LOC110440009	0	0.006	0	0	0	0	0.002	0.0	0.001	-2.67	0.0942637173477195	Non DEG
LOC108179096	0	0.007	0.029	0.019	0.023	0.028	0.012	0.0233333333333	0.0176666666667	0.96	0.0596426282912235	Non DEG
si:dkeyp-82a1.6	1.778	1.491	1.516	1.502	1.641	1.923	1.595	1.68866666667	1.64183333333	0.09	0.402617960296365	Non DEG
zgc:112962	0.505	0.477	0.473	0.409	0.571	0.597	0.485	0.525666666667	0.505333333333	0.12	0.219779597228517	Non DEG
aldh9a1a.2	0.859	0.861	0.927	0.866	0.898	0.81	0.882333333333	0.858	0.870166666667	-0.04	0.69919576619881	Non DEG
aldh9a1a.1	6.15	5.578	5.179	5.978	6.222	6.171	5.63566666667	6.12366666667	5.87966666667	0.12	0.0574883663661469	Non DEG
tmco1	3.907	3.452	3.996	4.284	3.896	4.06	3.785	4.08	3.9325	0.11	0.144308869824766	Non DEG
uck2a	0.998	1.02	0.876	1.224	1.143	0.907	0.964666666667	1.09133333333	1.028	0.18	0.0215745060421387	Non DEG
magoh	19.576	17.577	16.051	19.222	15.767	16.276	17.7346666667	17.0883333333	17.4115	-0.05	0.403023869712229	Non DEG
cpt2	0.401	0.408	0.475	0.607	0.482	0.376	0.428	0.488333333333	0.458166666667	0.19	0.272204201561621	Non DEG
porcn	0	0.007	0.007	0.013	0.007	0	0.00466666666667	0.00666666666667	0.00566666666667	0.52	0.541087021456862	Non DEG
spryd4	0.505	0.693	0.613	0.434	0.368	0.538	0.603666666667	0.446666666667	0.525166666667	-0.43	0.0258304933390225	Non DEG
gls2a	0.042	0.054	0.034	0.048	0.058	0.033	0.0433333333333	0.0463333333333	0.0448333333333	0.09	0.721526420320014	Non DEG
col2a1a	0.39	0.333	0.381	0.295	0.318	0.334	0.368	0.315666666667	0.341833333333	-0.22	0.0303652554748033	Non DEG
cry1ba	4.278	4.03	4.183	4.01	4.48	4.217	4.16366666667	4.23566666667	4.19966666667	0.03	0.644039529556261	Non DEG
itpr3	0.719	0.632	0.704	0.53	0.551	0.504	0.685	0.528333333333	0.606666666667	-0.37	6.93449625987592e-10	Non DEG
gpr37l1b	0	0	0	0	0	0	0.0	0.0	0.0	0	1	Non DEG
alas2	0.049	0.102	0.048	0.058	0.056	0.072	0.0663333333333	0.062	0.0641666666667	-0.09	0.731331111104804	Non DEG
ela2l	0.014	0.099	0.096	0.082	0.028	0.109	0.0696666666667	0.073	0.0713333333333	0.07	0.88928501897935	Non DEG
ela2	0.132	0.247	0.163	0.226	0.217	0.219	0.180666666667	0.220666666667	0.200666666667	0.29	0.244043545145785	Non DEG
fhad1	0.01	0.065	0.046	0.08	0.027	0.046	0.0403333333333	0.051	0.0456666666667	0.32	0.395323773581108	Non DEG
LOC101883956	0.008	0.008	0.012	0.027	0.019	0.015	0.00933333333333	0.0203333333333	0.0148333333333	1.13	0.0626210087691909	Non DEG
ajap1	0.056	0.072	0.054	0.065	0.044	0.065	0.0606666666667	0.058	0.0593333333333	-0.07	0.598642746037574	Non DEG
nphp4	0.088	0.085	0.078	0.086	0.08	0.1	0.0836666666667	0.0886666666667	0.0861666666667	0.07	0.4527444902448	Non DEG
LOC110440028	0.237	0.239	0.259	0.216	0.207	0.207	0.245	0.21	0.2275	-0.22	0.000457548268416175	Non DEG
dffb	1.142	1.211	1.378	1.144	1.151	1.127	1.24366666667	1.14066666667	1.19216666667	-0.13	0.250063903772433	Non DEG
si:ch211-147a11.3	0.305	0.427	0.334	0.48	0.639	0.648	0.355333333333	0.589	0.472166666667	0.73	3.03468035216464e-05	Non DEG
b3gnt7l	3.325	2.248	2.924	3.374	3.276	3.307	2.83233333333	3.319	3.07566666667	0.23	0.0700142104190242	Non DEG
cep104	1.24	1.178	1.186	1.95	1.97	2.018	1.20133333333	1.97933333333	1.59033333333	0.72	9.47325691465156e-30	Non DEG
lrrc47	2.662	2.729	2.906	2.784	2.801	2.989	2.76566666667	2.858	2.81183333333	0.05	0.494092293007535	Non DEG
